Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
7A	Multi-Family with 5+ Units	None	1940-59	0	0	1	0	1	1698.17	2.21E-06
7A	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Single-Family Attached	Ducted Heating	1940-59	0.414601	0	0.507223	0.0781763	21	58426.8	9.29E-06
7A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	1	0	5	7430.99	3.07E-06
7A	Single-Family Attached	None	1940-59	0	0	1	0	5	7430.99	1.23E-08
7A	Single-Family Detached	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Single-Family Detached	Ducted Heating	1940-59	0.414601	0	0.507223	0.0781763	21	58426.8	0.00076559
7A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7A	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	1	0	5	7430.99	0.000276567
7A	Single-Family Detached	None	1940-59	0	0	1	0	5	7430.99	3.76E-06
7A	Mobile Home	Ducted Heat Pump	1960-79	0	1	0	0	0	0	5.17E-06
7A	Mobile Home	Ducted Heating	1960-79	0	0	0.347327	0.652673	3	22497.1	8.83E-05
7A	Mobile Home	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7A	Mobile Home	Non-Ducted Heating	1960-79	0.333333	0	0.333333	0.333333	0	0	9.63E-05
7A	Mobile Home	None	1960-79	0.333333	0	0.333333	0.333333	0	0	3.75E-07
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	1	0	0	0	0	1.87E-05
7A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	1	0	0	0	1	3049	2.94E-05
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	0.791371	0.208629	8	11280	5.24E-05
7A	Multi-Family with 2 - 4 Units	None	1960-79	0	0	0.791371	0.208629	8	11280	2.10E-06
7A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	1	0	0	0	0	6.09E-05
7A	Multi-Family with 5+ Units	Ducted Heating	1960-79	1	0	0	0	1	3049	5.63E-05
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	0.791371	0.208629	8	11280	0.000130456
7A	Multi-Family with 5+ Units	None	1960-79	0	0	0.791371	0.208629	8	11280	9.67E-06
7A	Single-Family Attached	Ducted Heat Pump	1960-79	0	1	0	0	4	8543.36	6.74E-06
7A	Single-Family Attached	Ducted Heating	1960-79	0.444375	0	0.555625	0	9	22942.6	1.13E-05
7A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7A	Single-Family Attached	Non-Ducted Heating	1960-79	0.0783035	0	0.378628	0.543068	9	12843.2	1.99E-05
7A	Single-Family Attached	None	1960-79	0.0783035	0	0.378628	0.543068	9	12843.2	3.56E-07
7A	Single-Family Detached	Ducted Heat Pump	1960-79	0	1	0	0	4	8543.36	9.33E-05
7A	Single-Family Detached	Ducted Heating	1960-79	0.444375	0	0.555625	0	9	22942.6	0.000582203
7A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7A	Single-Family Detached	Non-Ducted Heating	1960-79	0.0783035	0	0.378628	0.543068	9	12843.2	0.000715186
7A	Single-Family Detached	None	1960-79	0.0783035	0	0.378628	0.543068	9	12843.2	4.29E-06
7A	Mobile Home	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Mobile Home	Ducted Heating	1980-99	0.660045	0	0	0.339955	5	31851.5	0.000211976
7A	Mobile Home	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Mobile Home	Non-Ducted Heating	1980-99	0.333333	0	0.333333	0.333333	0	0	4.49E-05
7A	Mobile Home	None	1980-99	0.333333	0	0.333333	0.333333	0	0	3.22E-07
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0	0	1	0	1	4097.68	3.72E-05
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	0.43484	0.56516	3	4269.77	2.53E-05
7A	Multi-Family with 2 - 4 Units	None	1980-99	0	0	0.43484	0.56516	3	4269.77	8.43E-07
7A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0	0	1	0	1	4097.68	0.000153906
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	0.43484	0.56516	3	4269.77	0.000117775
7A	Multi-Family with 5+ Units	None	1980-99	0	0	0.43484	0.56516	3	4269.77	6.27E-06
7A	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Single-Family Attached	Ducted Heating	1980-99	0.46919	0	0.442711	0.0880986	11	29125.6	4.76E-05
7A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Single-Family Attached	Non-Ducted Heating	1980-99	0	0	0.582068	0.417932	2	3069.78	1.95E-05
7A	Single-Family Attached	None	1980-99	0	0	0.582068	0.417932	2	3069.78	2.94E-09
7A	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Single-Family Detached	Ducted Heating	1980-99	0.46919	0	0.442711	0.0880986	11	29125.6	0.000944985
7A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7A	Single-Family Detached	Non-Ducted Heating	1980-99	0	0	0.582068	0.417932	2	3069.78	0.000278884
7A	Single-Family Detached	None	1980-99	0	0	0.582068	0.417932	2	3069.78	2.53E-06
7A	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Mobile Home	Ducted Heating	2000-09	1	0	0	0	1	3764.02	5.01E-05
7A	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	3.01E-05
7A	Mobile Home	None	2000-09	0.333333	0	0.333333	0.333333	0	0	8.80E-08
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	1.22E-05
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	0	1	2	1316.89	1.66E-05
7A	Multi-Family with 2 - 4 Units	None	2000-09	0	0	0	1	2	1316.89	7.05E-07
7A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	2.78E-05
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	0	1	2	1316.89	0.000100356
7A	Multi-Family with 5+ Units	None	2000-09	0	0	0	1	2	1316.89	2.39E-06
7A	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Single-Family Attached	Ducted Heating	2000-09	0.649138	0	0.350862	0	3	3510.8	3.13E-05
7A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	0.5	0.5	2	1231.81	3.04E-05
7A	Single-Family Attached	None	2000-09	0	0	0.5	0.5	2	1231.81	4.33E-08
7A	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Single-Family Detached	Ducted Heating	2000-09	0.649138	0	0.350862	0	3	3510.8	0.000434713
7A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7A	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	0.5	0.5	2	1231.81	0.000337676
7A	Single-Family Detached	None	2000-09	0	0	0.5	0.5	2	1231.81	3.06E-06
7A	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Mobile Home	Ducted Heating	2010s	1	0	0	0	1	3764.02	1.57E-05
7A	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Mobile Home	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	1.57E-05
7A	Mobile Home	None	2010s	0.333333	0	0.333333	0.333333	0	0	0
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	4.75E-06
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	0	1	2	1316.89	1.11E-05
7A	Multi-Family with 2 - 4 Units	None	2010s	0	0	0	1	2	1316.89	4.69E-07
7A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	2.59E-05
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0	0	0	1	2	1316.89	0.000145417
7A	Multi-Family with 5+ Units	None	2010s	0	0	0	1	2	1316.89	1.04E-06
7A	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Single-Family Attached	Ducted Heating	2010s	0.649138	0	0.350862	0	3	3510.8	1.05E-05
7A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Single-Family Attached	Non-Ducted Heating	2010s	0	0	0.5	0.5	2	1231.81	7.98E-06
7A	Single-Family Attached	None	2010s	0	0	0.5	0.5	2	1231.81	1.88E-09
7A	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Single-Family Detached	Ducted Heating	2010s	0.649138	0	0.350862	0	3	3510.8	0.000125228
7A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7A	Single-Family Detached	Non-Ducted Heating	2010s	0	0	0.5	0.5	2	1231.81	0.000113639
7A	Single-Family Detached	None	2010s	0	0	0.5	0.5	2	1231.81	1.47E-06
7A	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	2.26E-06
7A	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	1.45E-06
7A	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	3.76E-07
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	5.56E-05
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	0	1	1	1412.44	3.53E-05
7A	Multi-Family with 2 - 4 Units	None	<1940	0	0	0	1	1	1412.44	1.26E-06
7A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	4.49E-05
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	0	1	1	1412.44	2.79E-05
7A	Multi-Family with 5+ Units	None	<1940	0	0	0	1	1	1412.44	4.32E-06
7A	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Single-Family Attached	Ducted Heating	<1940	0.141129	0	0.409195	0.449675	15	41207.3	7.02E-06
7A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Single-Family Attached	Non-Ducted Heating	<1940	0	0	0.816404	0.183596	9	11785.3	4.51E-06
7A	Single-Family Attached	None	<1940	0	0	0.816404	0.183596	9	11785.3	1.78E-08
7A	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Single-Family Detached	Ducted Heating	<1940	0.141129	0	0.409195	0.449675	15	41207.3	0.000697312
7A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7A	Single-Family Detached	Non-Ducted Heating	<1940	0	0	0.816404	0.183596	9	11785.3	0.000449797
7A	Single-Family Detached	None	<1940	0	0	0.816404	0.183596	9	11785.3	3.94E-06
7B	Mobile Home	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Mobile Home	Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	1.64E-06
7B	Mobile Home	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	6.16E-07
7B	Mobile Home	None	1940-59	0.333333	0	0.333333	0.333333	0	0	0
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	2.22E-06
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	1	0	1	167.951	7.79E-07
7B	Multi-Family with 2 - 4 Units	None	1940-59	0	0	1	0	1	167.951	1.19E-09
7B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	2.17E-06
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	1	0	1	167.951	7.28E-07
7B	Multi-Family with 5+ Units	None	1940-59	0	0	1	0	1	167.951	7.88E-08
7B	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Single-Family Attached	Ducted Heating	1940-59	0.414601	0	0.507223	0.0781763	21	5778.48	1.21E-06
7B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Single-Family Attached	Non-Ducted Heating	1940-59	0	0	1	0	5	734.933	4.30E-07
7B	Single-Family Attached	None	1940-59	0	0	1	0	5	734.933	1.35E-08
7B	Single-Family Detached	Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Single-Family Detached	Ducted Heating	1940-59	0.414601	0	0.507223	0.0781763	21	5778.48	4.70E-05
7B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
7B	Single-Family Detached	Non-Ducted Heating	1940-59	0	0	1	0	5	734.933	1.67E-05
7B	Single-Family Detached	None	1940-59	0	0	1	0	5	734.933	2.85E-08
7B	Mobile Home	Ducted Heat Pump	1960-79	0	1	0	0	0	0	1.13E-06
7B	Mobile Home	Ducted Heating	1960-79	0	0	0.347327	0.652673	3	2224.99	1.54E-05
7B	Mobile Home	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7B	Mobile Home	Non-Ducted Heating	1960-79	0.333333	0	0.333333	0.333333	0	0	1.70E-05
7B	Mobile Home	None	1960-79	0.333333	0	0.333333	0.333333	0	0	2.96E-08
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	1	0	0	0	0	3.31E-06
7B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	1	0	0	0	1	301.549	4.27E-06
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0	0	0.791371	0.208629	8	1115.6	8.34E-06
7B	Multi-Family with 2 - 4 Units	None	1960-79	0	0	0.791371	0.208629	8	1115.6	3.02E-08
7B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	1	0	0	0	0	2.14E-05
7B	Multi-Family with 5+ Units	Ducted Heating	1960-79	1	0	0	0	1	301.549	1.45E-05
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0	0	0.791371	0.208629	8	1115.6	4.08E-05
7B	Multi-Family with 5+ Units	None	1960-79	0	0	0.791371	0.208629	8	1115.6	1.92E-06
7B	Single-Family Attached	Ducted Heat Pump	1960-79	0	1	0	0	4	844.948	2.76E-06
7B	Single-Family Attached	Ducted Heating	1960-79	0.444375	0	0.555625	0	9	2269.05	3.76E-06
7B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7B	Single-Family Attached	Non-Ducted Heating	1960-79	0.0783035	0	0.378628	0.543068	9	1270.21	7.19E-06
7B	Single-Family Attached	None	1960-79	0.0783035	0	0.378628	0.543068	9	1270.21	3.50E-09
7B	Single-Family Detached	Ducted Heat Pump	1960-79	0	1	0	0	4	844.948	1.17E-05
7B	Single-Family Detached	Ducted Heating	1960-79	0.444375	0	0.555625	0	9	2269.05	6.22E-05
7B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
7B	Single-Family Detached	Non-Ducted Heating	1960-79	0.0783035	0	0.378628	0.543068	9	1270.21	7.81E-05
7B	Single-Family Detached	None	1960-79	0.0783035	0	0.378628	0.543068	9	1270.21	1.10E-07
7B	Mobile Home	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Mobile Home	Ducted Heating	1980-99	0.660045	0	0	0.339955	5	3150.15	2.94E-05
7B	Mobile Home	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Mobile Home	Non-Ducted Heating	1980-99	0.333333	0	0.333333	0.333333	0	0	6.83E-06
7B	Mobile Home	None	1980-99	0.333333	0	0.333333	0.333333	0	0	2.93E-08
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0	0	1	0	1	405.265	1.90E-05
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0	0	0.43484	0.56516	3	422.285	9.50E-06
7B	Multi-Family with 2 - 4 Units	None	1980-99	0	0	0.43484	0.56516	3	422.285	2.53E-07
7B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Ducted Heating	1980-99	0	0	1	0	1	405.265	5.29E-05
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	0.43484	0.56516	3	422.285	4.64E-05
7B	Multi-Family with 5+ Units	None	1980-99	0	0	0.43484	0.56516	3	422.285	2.39E-07
7B	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Single-Family Attached	Ducted Heating	1980-99	0.46919	0	0.442711	0.0880986	11	2880.55	2.74E-05
7B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Single-Family Attached	Non-Ducted Heating	1980-99	0	0	0.582068	0.417932	2	303.605	1.04E-05
7B	Single-Family Attached	None	1980-99	0	0	0.582068	0.417932	2	303.605	4.31E-08
7B	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Single-Family Detached	Ducted Heating	1980-99	0.46919	0	0.442711	0.0880986	11	2880.55	0.000174761
7B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
7B	Single-Family Detached	Non-Ducted Heating	1980-99	0	0	0.582068	0.417932	2	303.605	4.79E-05
7B	Single-Family Detached	None	1980-99	0	0	0.582068	0.417932	2	303.605	3.77E-07
7B	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Mobile Home	Ducted Heating	2000-09	1	0	0	0	1	372.266	6.88E-06
7B	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	5.65E-06
7B	Mobile Home	None	2000-09	0.333333	0	0.333333	0.333333	0	0	1.71E-11
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	3.60E-06
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	0	1	2	130.241	6.21E-06
7B	Multi-Family with 2 - 4 Units	None	2000-09	0	0	0	1	2	130.241	5.51E-09
7B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	1.33E-05
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	0	1	2	130.241	2.30E-05
7B	Multi-Family with 5+ Units	None	2000-09	0	0	0	1	2	130.241	8.55E-09
7B	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Single-Family Attached	Ducted Heating	2000-09	0.649138	0	0.350862	0	3	347.222	1.09E-05
7B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	0.5	0.5	2	121.827	1.09E-05
7B	Single-Family Attached	None	2000-09	0	0	0.5	0.5	2	121.827	3.75E-11
7B	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Single-Family Detached	Ducted Heating	2000-09	0.649138	0	0.350862	0	3	347.222	7.28E-05
7B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
7B	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	0.5	0.5	2	121.827	5.81E-05
7B	Single-Family Detached	None	2000-09	0	0	0.5	0.5	2	121.827	6.74E-08
7B	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Mobile Home	Ducted Heating	2010s	1	0	0	0	1	372.266	2.02E-06
7B	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Mobile Home	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	1.55E-06
7B	Mobile Home	None	2010s	0.333333	0	0.333333	0.333333	0	0	0
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	1.04E-06
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	0	1	2	130.241	1.39E-06
7B	Multi-Family with 2 - 4 Units	None	2010s	0	0	0	1	2	130.241	2.93E-08
7B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	2.01E-06
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0	0	0	1	2	130.241	3.94E-06
7B	Multi-Family with 5+ Units	None	2010s	0	0	0	1	2	130.241	1.41E-08
7B	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Single-Family Attached	Ducted Heating	2010s	0.649138	0	0.350862	0	3	347.222	1.69E-06
7B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Single-Family Attached	Non-Ducted Heating	2010s	0	0	0.5	0.5	2	121.827	1.55E-06
7B	Single-Family Attached	None	2010s	0	0	0.5	0.5	2	121.827	3.17E-09
7B	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Single-Family Detached	Ducted Heating	2010s	0.649138	0	0.350862	0	3	347.222	1.41E-05
7B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
7B	Single-Family Detached	Non-Ducted Heating	2010s	0	0	0.5	0.5	2	121.827	1.05E-05
7B	Single-Family Detached	None	2010s	0	0	0.5	0.5	2	121.827	1.51E-08
7B	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7B	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	7.27E-07
7B	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	4.58E-07
7B	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	2.47E-07
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	3.02E-06
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	0	1	1	139.692	1.90E-06
7B	Multi-Family with 2 - 4 Units	None	<1940	0	0	0	1	1	139.692	9.75E-08
7B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	2.78E-06
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	0	1	1	139.692	1.77E-06
7B	Multi-Family with 5+ Units	None	<1940	0	0	0	1	1	139.692	9.75E-08
7B	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7B	Single-Family Attached	Ducted Heating	<1940	0.141129	0	0.409195	0.449675	15	4075.45	1.44E-06
7B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
7B	Single-Family Attached	Non-Ducted Heating	<1940	0	0	0.816404	0.183596	9	1165.58	9.13E-07
